Country,Year,Status,Life_Expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness_1to19_years,thinness_5to9_years,Income composition of resources,Schooling,winsorized_Life_Expectancy,winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling
Algeria,2007,Developing,73.8,129.0,20,0.44,320.32392410000006,9.0,5.8,23,95.0,3.82,95.0,0.1,3935.183343,34376.0,6.0,5.9,0.69,12.3,73.8,129.0,20,0.44,320.32392410000006,18.0,23,95.0,3.82,95.0,0.1,3935.183343,34376.0,6.0,5.9,0.69,12.3
Algeria,2006,Developing,73.4,132.0,20,0.36,270.24019619999996,8.0,49.8,23,95.0,3.36,95.0,0.1,3464.6179,33777915.0,6.1,6.0,0.6859999999999999,12.3,73.4,132.0,20,0.36,270.24019619999996,18.0,23,95.0,3.36,95.0,0.1,3464.6179,16993354.0,6.1,6.0,0.6859999999999999,12.3
Algeria,2005,Developing,72.9,136.0,19,0.5,2.5489227580000002,83.0,48.9,22,88.0,3.24,88.0,0.1,31.122378,33288437.0,6.1,6.0,0.68,12.0,72.9,136.0,19,0.5,2.5489227580000002,83.0,22,88.0,3.24,88.0,0.1,31.122378,16993354.0,6.1,6.0,0.68,12.0
Algeria,2004,Developing,72.3,14.0,19,0.45,220.39369900000003,81.0,47.9,23,86.0,3.54,86.0,0.1,2598.9823,3283196.0,6.2,6.1,0.6729999999999999,11.7,72.3,14.0,19,0.45,220.39369900000003,81.0,23,86.0,3.54,86.0,0.1,2598.9823,3283196.0,6.2,6.1,0.6729999999999999,11.7
Algeria,2003,Developing,71.7,146.0,20,0.34,25.0185226,81.0,47.0,23,87.0,3.6,87.0,0.1,294.33556,3243514.0,6.3,6.1,0.6629999999999999,11.5,71.7,146.0,20,0.34,25.0185226,81.0,23,87.0,3.6,87.0,0.1,294.33556,3243514.0,6.3,6.1,0.6629999999999999,11.5
Algeria,2002,Developing,71.6,145.0,20,0.36,148.51198430000002,81.0,46.1,23,86.0,3.73,86.0,0.1,1774.33673,3199546.0,6.3,6.2,0.653,11.1,71.6,145.0,20,0.36,148.51198430000002,81.0,23,86.0,3.73,86.0,0.1,1774.33673,3199546.0,6.3,6.2,0.653,11.1
Algeria,2001,Developing,71.4,145.0,20,0.23,147.98607140000001,81.0,45.3,24,89.0,3.84,89.0,0.1,1732.857979,31592153.0,6.4,6.3,0.644,10.9,71.4,145.0,20,0.23,147.98607140000001,81.0,24,89.0,3.84,89.0,0.1,1732.857979,16993354.0,6.4,6.3,0.644,10.9
Algeria,2000,Developing,71.3,145.0,21,0.25,154.4559436,81.0,44.4,25,86.0,3.49,86.0,0.1,1757.17797,3118366.0,6.5,6.4,0.636,10.7,71.3,145.0,21,0.25,154.4559436,81.0,25,86.0,3.49,86.0,0.1,1757.17797,3118366.0,6.5,6.4,0.636,10.7
Angola,2014,Developing,51.7,348.0,67,8.33,23.965612,64.0,22.7,101,68.0,3.31,64.0,2.0,479.31224000000003,2692466.0,8.5,8.3,0.527,11.4,51.7,348.0,61,8.33,23.965612,64.0,85,68.0,3.31,64.0,2.0,479.31224000000003,2692466.0,8.5,8.3,0.527,11.4
Angola,2013,Developing,51.1,355.0,69,8.1,35.95857279,77.0,22.1,105,67.0,4.26,77.0,2.3,484.61688399999997,2599834.0,8.6,8.5,0.523,11.4,51.1,355.0,61,8.1,35.95857279,77.0,85,67.0,4.26,77.0,2.3,484.61688399999997,2599834.0,8.6,8.5,0.523,11.4
Angola,2012,Developing,56.0,358.0,72,8.24,256.1225243,75.0,21.5,110,75.0,3.3,75.0,2.6,4598.2499880000005,259615.0,8.8,8.6,0.508,10.3,56.0,358.0,61,8.24,256.1225243,75.0,85,75.0,3.3,75.0,2.6,4598.2499880000005,259615.0,8.8,8.6,0.508,10.3
Angola,2011,Developing,51.0,361.0,75,8.06,239.89139210000002,72.0,21.0,115,73.0,3.38,71.0,2.5,4299.12889,24218565.0,8.9,8.8,0.495,9.4,51.0,361.0,61,8.06,239.89139210000002,72.0,85,73.0,3.38,71.0,2.5,4299.12889,16993354.0,8.9,8.8,0.495,9.4
Angola,2010,Developing,49.6,365.0,78,7.8,191.6537407,77.0,2.4,121,81.0,3.39,77.0,2.5,3529.5348200000003,23369131.0,9.1,9.0,0.488,9.0,49.6,365.0,61,7.8,191.6537407,77.0,85,81.0,3.39,77.0,2.5,3529.5348200000003,16993354.0,9.1,9.0,0.488,9.0
Angola,2009,Developing,49.1,369.0,81,7.01,212.92293250000003,61.0,19.8,127,63.0,4.37,6.0,2.5,3347.84485,22549547.0,9.3,9.2,0.48,8.5,49.1,369.0,61,7.01,212.92293250000003,61.0,85,63.0,4.37,45.0,2.5,3347.84485,16993354.0,9.3,9.2,0.48,8.5
Angola,2008,Developing,48.7,371.0,84,7.07,249.9101958,69.0,19.3,133,65.0,3.84,69.0,2.6,3868.5788829999997,2175942.0,9.5,9.4,0.46799999999999997,8.1,48.7,371.0,61,7.07,249.9101958,69.0,85,65.0,3.84,69.0,2.6,3868.5788829999997,2175942.0,9.5,9.4,0.46799999999999997,8.1
Angola,2007,Developing,48.2,375.0,87,6.35,184.8213446,73.0,18.8,138,75.0,3.38,73.0,2.6,2878.837144,2997687.0,9.6,9.6,0.45399999999999996,7.7,48.2,375.0,61,6.35,184.8213446,73.0,85,75.0,3.38,73.0,2.6,2878.837144,2997687.0,9.6,9.6,0.45399999999999996,7.7
Angola,2006,Developing,47.7,381.0,90,5.84,25.08688824,73.0,18.2,143,36.0,4.54,34.0,2.5,262.41514900000004,2262399.0,9.8,9.7,0.439,7.2,47.7,381.0,61,5.84,25.08688824,73.0,85,44.0,4.54,45.0,2.5,262.41514900000004,2262399.0,9.8,9.7,0.439,7.2
Angola,2005,Developing,47.4,382.0,92,5.04,98.19145117,73.0,17.7,148,39.0,4.1,38.0,2.6,1443.9919289999998,19552542.0,1.0,9.9,0.426,6.8,47.4,382.0,61,5.04,98.19145117,73.0,85,44.0,4.1,45.0,2.6,1443.9919289999998,16993354.0,1.0,9.9,0.426,6.8
Angola,2004,Developing,47.1,386.0,94,3.53,8.8667775,73.0,17.2,152,4.0,4.71,4.0,2.5,141.86844,18865716.0,1.2,1.1,0.415,6.4,47.1,386.0,61,3.53,8.8667775,73.0,85,44.0,4.71,45.0,2.5,141.86844,16993354.0,1.2,1.1,0.415,6.4
Angola,2003,Developing,46.8,388.0,95,3.49,35.93349121,73.0,16.8,155,4.0,4.41,4.0,2.4,779.468356,1823369.0,1.4,1.3,0.406,5.9,46.8,388.0,61,3.49,35.93349121,73.0,85,44.0,4.41,45.0,2.4,779.468356,1823369.0,1.4,1.3,0.406,5.9
Angola,2002,Developing,46.5,391.0,96,2.82,24.037942,73.0,16.3,157,37.0,3.63,41.0,2.3,711.181716,17572649.0,1.5,1.5,0.401,5.5,46.5,391.0,61,2.82,24.037942,73.0,85,44.0,3.63,45.0,2.3,711.181716,16993354.0,1.5,1.5,0.401,5.5
Angola,2001,Developing,45.7,44.0,97,2.58,30.35993647,73.0,15.8,159,41.0,5.38,38.0,2.1,526.168743,16983266.0,1.7,1.7,0.391,5.1,45.7,44.0,61,2.58,30.35993647,73.0,85,44.0,5.38,45.0,2.1,526.168743,16983266.0,1.7,1.7,0.391,5.1
Angola,2000,Developing,45.3,48.0,97,1.85,15.88149254,73.0,15.4,160,3.0,2.79,28.0,2.0,555.2969419,1644924.0,1.9,1.9,0.382,4.6,45.3,48.0,61,1.85,15.88149254,73.0,85,44.0,2.79,45.0,2.0,555.2969419,1644924.0,1.9,1.9,0.382,4.6
Argentina,2014,Developing,76.2,118.0,8,7.93,847.3717462999999,94.0,62.2,9,92.0,4.79,94.0,0.1,12245.25645,42981515.0,1.0,0.9,0.825,17.3,76.2,118.0,8,7.93,847.3717462999999,94.0,9,92.0,4.79,94.0,0.1,9291.227619,16993354.0,1.0,0.9,0.825,17.3
Argentina,2013,Developing,76.0,119.0,8,8.28,1001.796332,94.0,61.6,10,99.0,4.99,94.0,0.1,12976.63642,42539925.0,1.0,0.9,0.823,17.3,76.0,119.0,8,8.28,1001.796332,94.0,10,99.0,4.99,94.0,0.1,9291.227619,16993354.0,1.0,0.9,0.823,17.3
Argentina,2012,Developing,75.9,12.0,9,8.35,1133.5580029999999,91.0,61.0,10,99.0,5.2,91.0,0.1,12969.7712,4296739.0,1.0,0.9,0.8220000000000001,17.2,75.9,12.0,9,8.35,1111.191325,91.0,10,99.0,5.2,91.0,0.1,9291.227619,4296739.0,1.0,0.9,0.8220000000000001,17.2
Argentina,2011,Developing,75.7,12.0,9,8.11,1504.329462,91.0,6.4,10,93.0,5.89,91.0,0.1,12726.9836,41656879.0,1.0,0.9,0.816,17.1,75.7,12.0,9,8.11,1111.191325,91.0,10,93.0,5.89,91.0,0.1,9291.227619,16993354.0,1.0,0.9,0.816,17.1
Argentina,2010,Developing,75.5,121.0,10,8.15,187.61095500000002,94.0,59.8,11,95.0,6.55,94.0,0.1,1276.265,41223889.0,1.0,0.9,0.802,16.8,75.5,121.0,10,8.15,187.61095500000002,94.0,11,95.0,6.55,94.0,0.1,1276.265,16993354.0,1.0,0.9,0.802,16.8
Argentina,2009,Developing,75.6,126.0,10,8.33,1398.042623,94.0,59.2,11,97.0,7.63,94.0,0.1,8161.369659999999,479947.0,1.0,0.9,0.794,16.5,75.6,126.0,10,8.33,1111.191325,94.0,11,97.0,7.63,94.0,0.1,8161.369659999999,479947.0,1.0,0.9,0.794,16.5
Argentina,2008,Developing,75.4,126.0,10,8.41,1413.7354300000002,9.0,58.6,11,94.0,6.66,93.0,0.1,8953.359275,4382389.0,1.0,0.9,0.792,16.3,75.4,126.0,10,8.41,1111.191325,18.0,11,94.0,6.66,93.0,0.1,8953.359275,4382389.0,1.0,0.9,0.792,16.3
Argentina,2007,Developing,74.8,129.0,10,8.16,1105.6590310000001,85.0,58.0,12,92.0,6.49,91.0,0.1,7193.61764,3997224.0,1.1,0.9,0.7879999999999999,16.3,74.8,129.0,10,8.16,1105.6590310000001,85.0,12,92.0,6.49,91.0,0.1,7193.61764,3997224.0,1.1,0.9,0.7879999999999999,16.3
Argentina,2006,Developing,75.2,127.0,11,7.75,961.1774676000001,84.0,57.5,12,92.0,6.68,91.0,0.1,5878.76127,3955889.0,1.1,0.9,0.782,16.1,75.2,127.0,11,7.75,961.1774676000001,84.0,12,92.0,6.68,91.0,0.1,5878.76127,3955889.0,1.1,0.9,0.782,16.1
Argentina,2005,Developing,74.9,127.0,11,7.53,96.16653429,88.0,56.9,12,95.0,6.85,98.0,0.1,576.883829,39145488.0,1.1,1.0,0.78,16.3,74.9,127.0,11,7.53,96.16653429,88.0,12,95.0,6.85,98.0,0.1,576.883829,16993354.0,1.1,1.0,0.78,16.3
Argentina,2004,Developing,74.7,13.0,11,7.63,719.3663797,81.0,56.3,12,91.0,6.84,98.0,0.1,4251.574348,38728696.0,1.1,1.0,0.775,16.3,74.7,13.0,11,7.63,719.3663797,81.0,12,91.0,6.84,98.0,0.1,4251.574348,16993354.0,1.1,1.0,0.775,16.3
Argentina,2003,Developing,74.1,137.0,11,7.62,57.58467352,73.0,55.7,13,95.0,8.22,96.0,0.1,333.4376,3839379.0,1.2,1.0,0.77,16.4,74.1,137.0,11,7.62,57.58467352,73.0,13,95.0,8.22,96.0,0.1,333.4376,3839379.0,1.2,1.0,0.77,16.4
Argentina,2002,Developing,74.1,138.0,12,7.81,470.18691449999994,66.0,55.1,13,94.0,8.31,93.0,0.1,2579.193168,3788937.0,1.2,1.0,0.7759999999999999,16.3,74.1,138.0,12,7.81,470.18691449999994,66.0,13,94.0,8.31,93.0,0.1,2579.193168,3788937.0,1.2,1.0,0.7759999999999999,16.3
Argentina,2001,Developing,74.0,138.0,12,7.76,123.01286709999998,66.0,54.6,13,85.0,9.38,83.0,0.1,717.6946740000001,3747159.0,1.2,1.1,0.7709999999999999,15.6,74.0,138.0,12,7.76,123.01286709999998,66.0,13,85.0,9.38,83.0,0.1,717.6946740000001,3747159.0,1.2,1.1,0.7709999999999999,15.6
Argentina,2000,Developing,74.1,137.0,12,7.68,1349.025282,66.0,54.0,14,88.0,9.21,83.0,0.1,7669.273915999999,3757452.0,1.2,1.1,0.764,15.0,74.1,137.0,12,7.68,1111.191325,66.0,14,88.0,9.21,83.0,0.1,7669.273915999999,3757452.0,1.2,1.1,0.764,15.0
Armenia,2014,Developing,74.6,12.0,1,3.91,295.60871430000003,93.0,54.1,1,95.0,4.48,93.0,0.1,3994.7123549999997,29622.0,2.1,2.1,0.7390000000000001,12.7,74.6,12.0,1,3.91,295.60871430000003,93.0,1,95.0,4.48,93.0,0.1,3994.7123549999997,29622.0,2.1,2.1,0.7390000000000001,12.7
Armenia,2013,Developing,74.4,123.0,1,3.79,279.4290812,95.0,53.3,1,96.0,4.55,95.0,0.1,3843.591213,289359.0,2.1,2.1,0.736,12.7,74.4,123.0,1,3.79,279.4290812,95.0,1,96.0,4.55,95.0,0.1,3843.591213,289359.0,2.1,2.1,0.736,12.7
Armenia,2012,Developing,74.4,121.0,1,3.89,274.1526986,95.0,52.6,1,96.0,4.48,95.0,0.1,3684.8481,2881922.0,2.0,2.1,0.732,12.7,74.4,121.0,1,3.89,274.1526986,95.0,1,96.0,4.48,95.0,0.1,3684.8481,2881922.0,2.0,2.1,0.732,12.7
Armenia,2011,Developing,73.9,128.0,1,4.09,260.9963826,95.0,51.9,1,96.0,3.71,95.0,0.1,3526.978143,2875581.0,2.0,2.1,0.7290000000000001,12.7,73.9,128.0,1,4.09,260.9963826,95.0,1,96.0,3.71,95.0,0.1,3526.978143,2875581.0,2.0,2.1,0.7290000000000001,12.7
Armenia,2010,Developing,73.5,132.0,1,4.23,224.3212014,94.0,51.2,1,96.0,4.56,94.0,0.1,3218.381655,2877311.0,2.0,2.1,0.72,12.3,73.5,132.0,1,4.23,224.3212014,94.0,1,96.0,4.56,94.0,0.1,3218.381655,2877311.0,2.0,2.1,0.72,12.3
Armenia,2009,Developing,73.3,137.0,1,3.96,201.18554609999998,93.0,5.7,1,94.0,4.55,93.0,0.1,2993.832531,2888584.0,2.0,2.1,0.725,11.9,73.3,137.0,1,3.96,201.18554609999998,93.0,1,94.0,4.55,93.0,0.1,2993.832531,2888584.0,2.0,2.1,0.725,11.9
